"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~4세","2023년10월_계_5~9세","2023년10월_계_10~14세","2023년10월_계_15~19세","2023년10월_계_20~24세","2023년10월_계_25~29세","2023년10월_계_30~34세","2023년10월_계_35~39세","2023년10월_계_40~44세","2023년10월_계_45~49세","2023년10월_계_50~54세","2023년10월_계_55~59세","2023년10월_계_60~64세","2023년10월_계_65~69세","2023년10월_계_70~74세","2023년10월_계_75~79세","2023년10월_계_80~84세","2023년10월_계_85~89세","2023년10월_계_90~94세","2023년10월_계_95~99세","2023년10월_계_100세 이상","2023년10월_남_총인구수","2023년10월_남_연령구간인구수","2023년10월_남_0~4세","2023년10월_남_5~9세","2023년10월_남_10~14세","2023년10월_남_15~19세","2023년10월_남_20~24세","2023년10월_남_25~29세","2023년10월_남_30~34세","2023년10월_남_35~39세","2023년10월_남_40~44세","2023년10월_남_45~49세","2023년10월_남_50~54세","2023년10월_남_55~59세","2023년10월_남_60~64세","2023년10월_남_65~69세","2023년10월_남_70~74세","2023년10월_남_75~79세","2023년10월_남_80~84세","2023년10월_남_85~89세","2023년10월_남_90~94세","2023년10월_남_95~99세","2023년10월_남_100세 이상","2023년10월_여_총인구수","2023년10월_여_연령구간인구수","2023년10월_여_0~4세","2023년10월_여_5~9세","2023년10월_여_10~14세","2023년10월_여_15~19세","2023년10월_여_20~24세","2023년10월_여_25~29세","2023년10월_여_30~34세","2023년10월_여_35~39세","2023년10월_여_40~44세","2023년10월_여_45~49세","2023년10월_여_50~54세","2023년10월_여_55~59세","2023년10월_여_60~64세","2023년10월_여_65~69세","2023년10월_여_70~74세","2023년10월_여_75~79세","2023년10월_여_80~84세","2023년10월_여_85~89세","2023년10월_여_90~94세","2023년10월_여_95~99세","2023년10월_여_100세 이상"
"강원특별자치도 원주시 (5113000000)","361,426","361,426","11,136","14,680","17,463","17,238","19,683","22,883","23,344","22,102","28,076","27,867","32,214","29,946","30,972","23,564","13,423","10,392","9,130","5,087","1,750","415","61","179,113","179,113","5,709","7,518","8,906","8,904","10,653","11,989","12,023","11,268","13,950","13,637","16,046","14,933","15,353","11,729","6,308","4,625","3,444","1,623","401","81","13","182,313","182,313","5,427","7,162","8,557","8,334","9,030","10,894","11,321","10,834","14,126","14,230","16,168","15,013","15,619","11,835","7,115","5,767","5,686","3,464","1,349","334","48"
"강원특별자치도 강릉시 (5115000000)","209,843","209,843","4,792","6,767","8,472","9,012","11,217","11,646","10,285","10,094","14,223","15,675","18,566","17,677","20,096","17,117","11,355","9,456","7,536","3,962","1,476","357","62","104,014","104,014","2,463","3,496","4,412","4,799","6,136","6,423","5,609","5,310","7,090","7,960","9,600","8,921","9,633","8,186","5,168","4,208","2,916","1,285","343","45","11","105,829","105,829","2,329","3,271","4,060","4,213","5,081","5,223","4,676","4,784","7,133","7,715","8,966","8,756","10,463","8,931","6,187","5,248","4,620","2,677","1,133","312","51"
"강원특별자치도 동해시 (5117000000)","88,741","88,741","2,136","3,344","4,156","4,156","4,153","4,376","4,007","4,258","6,360","7,033","8,338","7,471","8,240","7,075","4,680","3,817","3,003","1,518","508","96","16","45,102","45,102","1,088","1,719","2,149","2,192","2,411","2,601","2,288","2,273","3,252","3,664","4,422","3,891","4,061","3,376","2,209","1,690","1,191","512","98","12","3","43,639","43,639","1,048","1,625","2,007","1,964","1,742","1,775","1,719","1,985","3,108","3,369","3,916","3,580","4,179","3,699","2,471","2,127","1,812","1,006","410","84","13"
"강원특별자치도 태백시 (5119000000)","38,720","38,720","686","1,161","1,655","1,737","1,649","1,403","1,312","1,537","2,597","2,976","3,417","3,407","3,970","3,680","2,723","2,136","1,652","782","185","49","6","19,486","19,486","372","603","835","931","958","800","719","817","1,320","1,615","1,860","1,809","2,005","1,822","1,217","889","643","233","29","7","2","19,234","19,234","314","558","820","806","691","603","593","720","1,277","1,361","1,557","1,598","1,965","1,858","1,506","1,247","1,009","549","156","42","4"
"강원특별자치도 속초시 (5121000000)","82,168","82,168","2,085","3,056","3,459","3,352","3,740","4,420","4,601","4,421","5,846","5,892","7,522","7,352","8,087","6,779","3,897","3,270","2,464","1,299","483","132","11","40,667","40,667","1,078","1,560","1,731","1,733","2,089","2,529","2,617","2,352","2,913","2,954","3,709","3,586","3,854","3,335","1,773","1,368","946","414","100","22","4","41,501","41,501","1,007","1,496","1,728","1,619","1,651","1,891","1,984","2,069","2,933","2,938","3,813","3,766","4,233","3,444","2,124","1,902","1,518","885","383","110","7"
"강원특별자치도 삼척시 (5123000000)","62,937","62,937","1,503","1,743","2,202","2,728","4,036","2,621","2,385","2,521","3,617","4,330","5,257","5,440","6,651","5,555","3,963","3,227","2,814","1,610","605","108","21","31,967","31,967","733","917","1,141","1,410","2,246","1,540","1,310","1,344","1,918","2,345","2,988","2,925","3,408","2,785","1,917","1,423","989","479","135","13","1","30,970","30,970","770","826","1,061","1,318","1,790","1,081","1,075","1,177","1,699","1,985","2,269","2,515","3,243","2,770","2,046","1,804","1,825","1,131","470","95","20"
"강원특별자치도 홍천군 (5172000000)","67,346","67,346","1,356","1,872","2,218","2,349","2,715","3,029","2,881","2,654","3,485","3,888","5,152","6,295","8,330","7,610","4,355","3,476","3,061","1,845","609","142","24","34,658","34,658","659","988","1,119","1,201","1,583","1,853","1,658","1,406","1,816","2,128","2,739","3,346","4,253","4,042","2,287","1,630","1,191","594","124","36","5","32,688","32,688","697","884","1,099","1,148","1,132","1,176","1,223","1,248","1,669","1,760","2,413","2,949","4,077","3,568","2,068","1,846","1,870","1,251","485","106","19"
"강원특별자치도 횡성군 (5173000000)","46,409","46,409","787","1,086","1,377","2,031","1,592","1,576","1,484","1,548","2,219","2,466","3,664","4,461","6,186","5,587","3,345","2,703","2,339","1,376","450","112","20","23,839","23,839","412","579","718","1,085","887","920","840","809","1,198","1,363","1,991","2,320","3,217","2,920","1,765","1,294","952","460","90","17","2","22,570","22,570","375","507","659","946","705","656","644","739","1,021","1,103","1,673","2,141","2,969","2,667","1,580","1,409","1,387","916","360","95","18"
"강원특별자치도 영월군 (5175000000)","37,430","37,430","569","878","1,100","1,494","1,548","1,256","1,150","1,241","1,899","2,197","3,093","3,652","4,730","4,178","2,795","2,189","2,008","1,038","341","63","11","19,389","19,389","291","466","591","867","866","735","640","669","1,003","1,175","1,728","1,987","2,550","2,240","1,379","1,013","763","329","77","16","4","18,041","18,041","278","412","509","627","682","521","510","572","896","1,022","1,365","1,665","2,180","1,938","1,416","1,176","1,245","709","264","47","7"
"강원특별자치도 평창군 (5176000000)","40,645","40,645","554","885","1,220","1,412","1,583","1,452","1,315","1,344","2,073","2,496","3,509","4,044","5,386","4,653","2,926","2,391","1,972","1,014","329","70","17","21,019","21,019","267","421","641","771","935","904","738","701","1,132","1,347","1,903","2,144","2,843","2,469","1,451","1,126","812","332","67","12","3","19,626","19,626","287","464","579","641","648","548","577","643","941","1,149","1,606","1,900","2,543","2,184","1,475","1,265","1,160","682","262","58","14"
"강원특별자치도 정선군 (5177000000)","34,323","34,323","556","761","1,126","1,134","1,279","1,052","1,031","1,314","1,924","2,296","2,990","3,323","4,324","3,823","2,478","1,972","1,752","822","268","82","16","17,909","17,909","262","399","583","573","722","647","582","725","1,078","1,316","1,763","1,834","2,294","2,068","1,178","869","699","239","58","16","4","16,414","16,414","294","362","543","561","557","405","449","589","846","980","1,227","1,489","2,030","1,755","1,300","1,103","1,053","583","210","66","12"
"강원특별자치도 철원군 (5178000000)","41,490","41,490","1,262","1,428","1,551","1,748","2,131","2,402","2,332","1,903","2,396","2,565","3,208","3,368","4,159","3,562","2,183","2,188","1,883","839","274","94","14","21,493","21,493","662","698","818","923","1,278","1,599","1,358","1,049","1,261","1,355","1,757","1,761","2,159","1,793","976","987","702","263","82","11","1","19,997","19,997","600","730","733","825","853","803","974","854","1,135","1,210","1,451","1,607","2,000","1,769","1,207","1,201","1,181","576","192","83","13"
"강원특별자치도 화천군 (5179000000)","23,113","23,113","665","802","806","817","1,332","1,641","1,497","1,132","1,159","1,208","1,672","1,947","2,331","2,005","1,124","1,069","1,105","569","175","43","14","12,405","12,405","358","415","383","422","864","1,109","950","637","626","649","882","1,037","1,288","1,090","536","487","432","174","51","9","6","10,708","10,708","307","387","423","395","468","532","547","495","533","559","790","910","1,043","915","588","582","673","395","124","34","8"
"강원특별자치도 양구군 (5180000000)","21,179","21,179","674","811","830","1,076","1,084","1,341","1,240","1,087","1,239","1,152","1,490","1,755","2,146","1,812","979","923","907","429","161","38","5","11,112","11,112","345","394","439","517","706","871","738","584","643","619","809","931","1,128","979","471","420","342","127","39","7","3","10,067","10,067","329","417","391","559","378","470","502","503","596","533","681","824","1,018","833","508","503","565","302","122","31","2"
"강원특별자치도 인제군 (5181000000)","32,003","32,003","1,112","1,205","1,163","1,122","1,662","2,175","2,153","1,760","2,022","1,901","2,282","2,556","3,319","2,801","1,503","1,264","1,127","593","205","68","10","17,441","17,441","561","624","600","577","1,108","1,522","1,285","1,026","1,093","1,055","1,279","1,333","1,758","1,539","759","621","445","187","45","20","4","14,562","14,562","551","581","563","545","554","653","868","734","929","846","1,003","1,223","1,561","1,262","744","643","682","406","160","48","6"
"강원특별자치도 고성군 (5182000000)","27,353","27,353","563","722","779","820","1,180","1,346","1,181","1,180","1,407","1,576","2,208","2,437","3,206","2,789","1,786","1,653","1,451","735","245","75","14","14,063","14,063","287","358","413","439","728","860","685","630","764","870","1,238","1,323","1,641","1,426","861","698","543","223","58","13","5","13,290","13,290","276","364","366","381","452","486","496","550","643","706","970","1,114","1,565","1,363","925","955","908","512","187","62","9"
"강원특별자치도 양양군 (5183000000)","27,729","27,729","436","650","832","865","1,051","1,076","997","1,105","1,592","1,741","2,292","2,563","3,194","2,988","1,955","1,784","1,486","764","256","90","12","14,216","14,216","221","315","447","488","600","673","552","634","838","962","1,251","1,351","1,672","1,511","957","807","612","261","51","12","1","13,513","13,513","215","335","385","377","451","403","445","471","754","779","1,041","1,212","1,522","1,477","998","977","874","503","205","78","11"
"충청북도  (4300000000)","1,594,211","1,594,211","41,938","62,290","72,675","71,994","83,881","99,080","95,573","92,044","116,200","115,917","136,050","134,396","142,405","115,604","73,188","54,402","47,938","27,387","9,141","1,835","273","810,820","810,820","21,558","31,784","37,343","37,510","45,780","55,673","53,660","48,899","60,292","59,909","70,332","68,759","72,603","57,942","35,344","24,331","18,209","8,493","2,015","343","41","783,391","783,391","20,380","30,506","35,332","34,484","38,101","43,407","41,913","43,145","55,908","56,008","65,718","65,637","69,802","57,662","37,844","30,071","29,729","18,894","7,126","1,492","232"
"충청북도 청주시 (4311000000)","852,448","852,448","26,189","37,957","43,103","41,463","49,675","62,983","60,910","56,989","68,871","66,047","73,291","66,922","64,801","49,583","30,046","21,709","17,753","10,017","3,379","667","93","430,625","430,625","13,402","19,342","22,101","21,448","26,522","34,713","33,761","29,916","35,283","33,324","36,758","33,209","32,279","24,167","14,198","9,579","6,698","3,073","718","123","11","421,823","421,823","12,787","18,615","21,002","20,015","23,153","28,270","27,149","27,073","33,588","32,723","36,533","33,713","32,522","25,416","15,848","12,130","11,055","6,944","2,661","544","82"
"충청북도 청주시 상당구 (4311100000)","200,472","200,472","6,203","9,118","10,311","9,796","10,754","12,624","12,446","12,503","15,668","15,309","17,737","16,712","16,215","12,716","7,891","5,758","4,837","2,785","880","184","25","99,606","99,606","3,142","4,566","5,341","5,037","5,821","6,718","6,568","6,371","7,900","7,553","8,785","8,238","8,134","6,250","3,759","2,510","1,845","848","177","39","4","100,866","100,866","3,061","4,552","4,970","4,759","4,933","5,906","5,878","6,132","7,768","7,756","8,952","8,474","8,081","6,466","4,132","3,248","2,992","1,937","703","145","21"
"충청북도 청주시 서원구 (4311200000)","186,595","186,595","4,236","6,453","8,547","9,471","12,684","13,724","11,306","9,907","12,976","14,173","17,266","16,101","15,906","12,512","7,739","5,612","4,471","2,485","840","166","20","92,896","92,896","2,200","3,320","4,377","4,888","6,731","7,522","6,205","5,182","6,499","6,982","8,440","7,944","7,761","6,101","3,508","2,506","1,682","827","189","31","1","93,699","93,699","2,036","3,133","4,170","4,583","5,953","6,202","5,101","4,725","6,477","7,191","8,826","8,157","8,145","6,411","4,231","3,106","2,789","1,658","651","135","19"
"충청북도 청주시 흥덕구 (4311300000)","274,246","274,246","9,495","12,756","13,769","12,919","15,688","22,768","23,027","20,505","23,057","21,266","23,272","20,765","19,382","13,970","8,107","5,580","4,387","2,451","879","176","27","139,674","139,674","4,779","6,584","7,022","6,740","8,315","12,473","12,849","10,841","11,832","10,706","11,733","10,272","9,732","6,768","3,914","2,505","1,633","762","176","32","6","134,572","134,572","4,716","6,172","6,747","6,179","7,373","10,295","10,178","9,664","11,225","10,560","11,539","10,493","9,650","7,202","4,193","3,075","2,754","1,689","703","144","21"
"충청북도 청주시 청원구 (4311400000)","191,135","191,135","6,255","9,630","10,476","9,277","10,549","13,867","14,131","14,074","17,170","15,299","15,016","13,344","13,298","10,385","6,309","4,759","4,058","2,296","780","141","21","98,449","98,449","3,281","4,872","5,361","4,783","5,655","8,000","8,139","7,522","9,052","8,083","7,800","6,755","6,652","5,048","3,017","2,058","1,538","636","176","21","0","92,686","92,686","2,974","4,758","5,115","4,494","4,894","5,867","5,992","6,552","8,118","7,216","7,216","6,589","6,646","5,337","3,292","2,701","2,520","1,660","604","120","21"
"충청북도 충주시 (4313000000)","207,892","207,892","4,943","7,379","8,834","9,076","10,430","11,532","11,347","10,976","14,312","14,904","17,969","18,356","20,108","16,389","10,321","8,036","7,266","4,045","1,360","265","44","105,443","105,443","2,529","3,706","4,525","4,776","5,853","6,696","6,552","5,952","7,389","7,631","9,162","9,433","10,217","8,211","4,838","3,543","2,779","1,289","302","51","9","102,449","102,449","2,414","3,673","4,309","4,300","4,577","4,836","4,795","5,024","6,923","7,273","8,807","8,923","9,891","8,178","5,483","4,493","4,487","2,756","1,058","214","35"
"충청북도 제천시 (4315000000)","130,645","130,645","2,782","4,351","5,239","6,062","7,692","6,520","5,727","5,918","7,978","8,547","11,162","11,773","13,409","11,719","7,638","5,657","4,875","2,618","784","165","29","65,707","65,707","1,443","2,230","2,628","3,163","4,173","3,746","3,165","3,146","4,089","4,375","5,755","6,035","6,687","5,835","3,721","2,540","1,889","881","180","21","5","64,938","64,938","1,339","2,121","2,611","2,899","3,519","2,774","2,562","2,772","3,889","4,172","5,407","5,738","6,722","5,884","3,917","3,117","2,986","1,737","604","144","24"
"충청북도 보은군 (4372000000)","31,073","31,073","400","724","936","947","1,059","899","842","1,014","1,385","1,526","2,241","2,998","3,976","3,736","2,498","1,949","2,046","1,286","500","99","12","15,713","15,713","204","381","487","519","621","535","476","545","764","846","1,253","1,635","2,125","1,927","1,241","899","735","392","106","20","2","15,360","15,360","196","343","449","428","438","364","366","469","621","680","988","1,363","1,851","1,809","1,257","1,050","1,311","894","394","79","10"
"충청북도 옥천군 (4373000000)","49,011","49,011","696","1,265","1,754","1,881","1,975","1,778","1,512","1,715","2,618","3,022","4,007","4,484","5,678","5,204","3,863","2,647","2,613","1,572","586","122","19","24,769","24,769","377","656","912","993","1,145","1,020","846","857","1,364","1,601","2,183","2,350","2,984","2,696","1,968","1,186","964","489","146","29","3","24,242","24,242","319","609","842","888","830","758","666","858","1,254","1,421","1,824","2,134","2,694","2,508","1,895","1,461","1,649","1,083","440","93","16"
"충청북도 영동군 (4374000000)","44,353","44,353","646","1,016","1,409","1,515","1,799","1,542","1,280","1,389","1,999","2,449","3,556","4,246","5,411","4,853","3,549","2,758","2,775","1,545","496","105","15","22,212","22,212","343","508","732","776","1,013","872","717","742","1,039","1,357","1,956","2,262","2,748","2,571","1,687","1,219","1,054","474","118","24","0","22,141","22,141","303","508","677","739","786","670","563","647","960","1,092","1,600","1,984","2,663","2,282","1,862","1,539","1,721","1,071","378","81","15"
"충청북도 증평군 (4374500000)","37,435","37,435","1,059","1,575","1,798","1,592","1,788","2,465","2,337","2,217","2,811","2,731","3,142","3,086","3,228","2,675","1,670","1,287","1,103","643","191","34","3","19,515","19,515","563","802","946","854","1,020","1,437","1,344","1,223","1,532","1,493","1,645","1,614","1,678","1,305","812","591","411","198","39","8","0","17,920","17,920","496","773","852","738","768","1,028","993","994","1,279","1,238","1,497","1,472","1,550","1,370","858","696","692","445","152","26","3"
"충청북도 진천군 (4375000000)","85,751","85,751","2,687","3,883","4,351","4,066","3,752","4,837","5,354","5,521","7,371","6,876","7,203","7,028","7,047","5,413","3,392","2,505","2,340","1,543","471","100","11","45,361","45,361","1,443","1,979","2,225","2,150","2,172","2,834","3,122","2,991","3,997","3,781","4,006","3,839","3,760","2,792","1,671","1,147","873","453","111","13","2","40,390","40,390","1,244","1,904","2,126","1,916","1,580","2,003","2,232","2,530","3,374","3,095","3,197","3,189","3,287","2,621","1,721","1,358","1,467","1,090","360","87","9"
"충청북도 괴산군 (4376000000)","36,527","36,527","418","708","865","903","1,117","1,036","957","1,075","1,534","1,780","2,781","3,823","5,121","4,741","3,095","2,380","2,280","1,355","465","83","10","18,840","18,840","203","366","431","481","676","611","564","599","841","1,018","1,595","2,040","2,744","2,568","1,589","1,115","862","428","91","17","1","17,687","17,687","215","342","434","422","441","425","393","476","693","762","1,186","1,783","2,377","2,173","1,506","1,265","1,418","927","374","66","9"
"충청북도 음성군 (4377000000)","91,339","91,339","1,759","2,854","3,608","3,554","3,717","4,563","4,493","4,355","6,059","6,562","8,396","8,890","9,862","7,903","4,954","3,704","3,358","1,934","638","151","25","48,521","48,521","873","1,503","1,933","1,844","2,087","2,659","2,660","2,452","3,328","3,686","4,745","4,867","5,434","4,083","2,545","1,738","1,341","572","134","30","7","42,818","42,818","886","1,351","1,675","1,710","1,630","1,904","1,833","1,903","2,731","2,876","3,651","4,023","4,428","3,820","2,409","1,966","2,017","1,362","504","121","18"
"충청북도 단양군 (4380000000)","27,737","27,737","359","578","778","935","877","925","814","875","1,262","1,473","2,302","2,790","3,764","3,388","2,162","1,770","1,529","829","271","44","12","14,114","14,114","178","311","423","506","498","550","453","476","666","797","1,274","1,475","1,947","1,787","1,074","774","603","244","70","7","1","13,623","13,623","181","267","355","429","379","375","361","399","596","676","1,028","1,315","1,817","1,601","1,088","996","926","585","201","37","11"
"충청남도  (4400000000)","2,128,563","2,128,563","57,612","87,327","102,476","99,754","107,819","118,379","123,325","128,059","165,587","159,572","178,737","167,911","180,577","143,890","101,526","76,311","68,023","42,736","15,405","3,033","504","1,090,461","1,090,461","29,585","44,725","52,949","51,680","58,588","67,256","67,992","68,390","88,105","84,900","95,792","88,266","92,972","71,789","48,867","34,701","25,795","13,628","3,843","570","68","1,038,102","1,038,102","28,027","42,602","49,527","48,074","49,231","51,123","55,333","59,669","77,482","74,672","82,945","79,645","87,605","72,101","52,659","41,610","42,228","29,108","11,562","2,463","436"
"충청남도 천안시 (4413000000)","657,326","657,326","20,338","30,189","34,364","33,320","41,871","48,502","49,256","48,484","58,600","53,299","57,257","49,922","46,947","31,474","19,472","13,868","11,037","6,357","2,216","471","82","336,792","336,792","10,453","15,472","17,643","17,258","21,643","26,592","26,522","25,830","30,879","27,507","29,404","25,386","24,147","15,700","9,325","6,257","4,186","1,985","507","86","10","320,534","320,534","9,885","14,717","16,721","16,062","20,228","21,910","22,734","22,654","27,721","25,792","27,853","24,536","22,800","15,774","10,147","7,611","6,851","4,372","1,709","385","72"
"충청남도 천안시 동남구 (4413100000)","257,234","257,234","6,455","9,966","12,544","12,887","16,418","17,256","15,872","15,332","20,487","20,623","23,011","21,347","21,799","15,604","10,009","7,112","5,670","3,364","1,184","250","44","130,330","130,330","3,302","5,109","6,467","6,654","8,515","9,330","8,598","8,061","10,507","10,686","11,789","10,784","11,106","7,744","4,831","3,253","2,209","1,048","284","47","6","126,904","126,904","3,153","4,857","6,077","6,233","7,903","7,926","7,274","7,271","9,980","9,937","11,222","10,563","10,693","7,860","5,178","3,859","3,461","2,316","900","203","38"
"충청남도 천안시 서북구 (4413300000)","400,092","400,092","13,883","20,223","21,820","20,433","25,453","31,246","33,384","33,152","38,113","32,676","34,246","28,575","25,148","15,870","9,463","6,756","5,367","2,993","1,032","221","38","206,462","206,462","7,151","10,363","11,176","10,604","13,128","17,262","17,924","17,769","20,372","16,821","17,615","14,602","13,041","7,956","4,494","3,004","1,977","937","223","39","4","193,630","193,630","6,732","9,860","10,644","9,829","12,325","13,984","15,460","15,383","17,741","15,855","16,631","13,973","12,107","7,914","4,969","3,752","3,390","2,056","809","182","34"
"충청남도 공주시 (4415000000)","102,295","102,295","1,844","2,658","3,647","4,287","6,057","4,890","4,172","4,202","5,697","6,375","8,117","8,963","11,072","9,552","6,791","4,947","4,658","2,962","1,165","198","41","51,011","51,011","938","1,384","1,908","2,217","3,017","2,786","2,337","2,227","2,952","3,403","4,193","4,613","5,586","4,772","3,376","2,233","1,765","951","295","51","7","51,284","51,284","906","1,274","1,739","2,070","3,040","2,104","1,835","1,975","2,745","2,972","3,924","4,350","5,486","4,780","3,415","2,714","2,893","2,011","870","147","34"
"충청남도 보령시 (4418000000)","96,068","96,068","1,954","2,930","3,753","3,935","3,838","4,135","3,935","4,256","5,994","6,559","7,980","8,383","9,985","8,789","6,517","4,989","4,303","2,666","945","191","31","48,654","48,654","1,012","1,456","1,905","2,095","2,169","2,394","2,299","2,262","3,251","3,588","4,308","4,469","5,071","4,333","3,047","2,195","1,658","855","242","39","6","47,414","47,414","942","1,474","1,848","1,840","1,669","1,741","1,636","1,994","2,743","2,971","3,672","3,914","4,914","4,456","3,470","2,794","2,645","1,811","703","152","25"
"충청남도 아산시 (4420000000)","341,953","341,953","12,252","18,370","20,433","17,663","17,234","20,390","23,690","26,101","33,572","28,725","28,508","23,508","22,496","16,597","11,179","8,431","6,970","4,086","1,436","268","44","178,180","178,180","6,356","9,468","10,517","8,997","9,440","11,621","12,849","13,714","18,112","15,499","15,672","12,539","11,813","8,217","5,219","3,739","2,677","1,339","339","47","6","163,773","163,773","5,896","8,902","9,916","8,666","7,794","8,769","10,841","12,387","15,460","13,226","12,836","10,969","10,683","8,380","5,960","4,692","4,293","2,747","1,097","221","38"
"충청남도 서산시 (4421000000)","176,052","176,052","5,213","7,676","8,808","8,201","8,126","9,497","10,315","10,232","13,642","13,509","15,352","14,170","14,767","11,206","8,356","6,180","5,457","3,647","1,407","247","44","92,099","92,099","2,630","3,964","4,575","4,317","4,875","5,837","6,028","5,669","7,262","7,153","8,307","7,553","7,631","5,554","4,149","2,911","2,137","1,175","338","31","3","83,953","83,953","2,583","3,712","4,233","3,884","3,251","3,660","4,287","4,563","6,380","6,356","7,045","6,617","7,136","5,652","4,207","3,269","3,320","2,472","1,069","216","41"
"충청남도 논산시 (4423000000)","110,833","110,833","2,160","3,541","4,265","4,682","4,742","4,954","4,676","4,707","6,408","7,247","9,023","9,570","11,528","10,265","7,281","5,611","5,253","3,401","1,224","259","36","55,399","55,399","1,105","1,814","2,218","2,413","2,649","2,796","2,642","2,408","3,360","3,878","4,815","4,964","5,906","5,197","3,475","2,469","1,934","995","305","50","6","55,434","55,434","1,055","1,727","2,047","2,269","2,093","2,158","2,034","2,299","3,048","3,369","4,208","4,606","5,622","5,068","3,806","3,142","3,319","2,406","919","209","30"
"충청남도 계룡시 (4425000000)","46,478","46,478","1,368","2,408","2,974","3,315","2,630","2,214","2,517","2,886","4,047","4,491","4,518","3,449","3,205","2,488","1,505","981","778","480","183","32","9","23,169","23,169","680","1,224","1,561","1,735","1,449","1,256","1,320","1,463","1,936","2,212","2,256","1,726","1,507","1,196","716","482","272","133","40","3","2","23,309","23,309","688","1,184","1,413","1,580","1,181","958","1,197","1,423","2,111","2,279","2,262","1,723","1,698","1,292","789","499","506","347","143","29","7"
"충청남도 당진시 (4427000000)","170,097","170,097","5,170","7,939","8,858","7,600","6,792","8,055","9,595","11,041","14,749","13,317","14,408","13,425","14,080","10,928","7,897","5,904","5,383","3,526","1,156","233","41","90,846","90,846","2,655","4,016","4,566","3,984","3,953","4,880","5,613","6,230","8,234","7,534","8,202","7,589","7,560","5,548","3,847","2,828","2,107","1,145","300","53","2","79,251","79,251","2,515","3,923","4,292","3,616","2,839","3,175","3,982","4,811","6,515","5,783","6,206","5,836","6,520","5,380","4,050","3,076","3,276","2,381","856","180","39"
"충청남도 금산군 (4471000000)","50,150","50,150","740","1,202","1,933","2,128","1,805","1,601","1,482","1,681","2,548","2,970","4,162","4,599","5,786","5,276","3,811","3,016","2,961","1,719","593","115","22","25,360","25,360","366","585","1,039","1,116","1,023","934","813","864","1,343","1,662","2,333","2,492","3,068","2,727","1,888","1,345","1,072","508","155","24","3","24,790","24,790","374","617","894","1,012","782","667","669","817","1,205","1,308","1,829","2,107","2,718","2,549","1,923","1,671","1,889","1,211","438","91","19"
"충청남도 부여군 (4476000000)","61,252","61,252","735","1,463","1,910","2,184","2,285","2,065","1,744","1,933","2,795","3,395","4,510","5,212","7,033","6,863","5,168","4,039","3,996","2,664","994","235","29","30,495","30,495","401","762","1,054","1,125","1,289","1,223","977","1,011","1,514","1,881","2,441","2,758","3,566","3,484","2,490","1,826","1,519","849","282","40","3","30,757","30,757","334","701","856","1,059","996","842","767","922","1,281","1,514","2,069","2,454","3,467","3,379","2,678","2,213","2,477","1,815","712","195","26"
"충청남도 서천군 (4477000000)","49,242","49,242","709","1,116","1,478","1,601","1,662","1,511","1,476","1,481","2,297","2,696","3,696","4,086","5,530","5,383","4,304","3,536","3,387","2,221","890","160","22","24,296","24,296","353","567","747","821","942","891","803","826","1,232","1,479","2,055","2,190","2,841","2,665","2,023","1,626","1,238","749","218","28","2","24,946","24,946","356","549","731","780","720","620","673","655","1,065","1,217","1,641","1,896","2,689","2,718","2,281","1,910","2,149","1,472","672","132","20"
"충청남도 청양군 (4479000000)","30,077","30,077","401","587","855","1,075","1,356","1,072","861","965","1,246","1,487","2,175","2,688","3,567","3,267","2,469","1,939","2,012","1,435","520","93","7","15,365","15,365","205","299","451","575","805","651","485","524","713","863","1,261","1,485","1,862","1,668","1,247","879","756","458","156","20","2","14,712","14,712","196","288","404","500","551","421","376","441","533","624","914","1,203","1,705","1,599","1,222","1,060","1,256","977","364","73","5"
"충청남도 홍성군 (4480000000)","97,345","97,345","2,419","3,864","4,660","4,674","4,333","4,291","4,503","4,814","6,576","6,932","7,862","7,643","8,919","7,620","5,784","4,337","4,154","2,799","938","184","39","48,600","48,600","1,275","1,994","2,393","2,396","2,422","2,342","2,440","2,495","3,302","3,586","4,282","4,001","4,523","3,745","2,730","1,967","1,519","908","242","33","5","48,745","48,745","1,144","1,870","2,267","2,278","1,911","1,949","2,063","2,319","3,274","3,346","3,580","3,642","4,396","3,875","3,054","2,370","2,635","1,891","696","151","34"
"충청남도 예산군 (4481000000)","78,529","78,529","1,409","1,928","2,643","2,888","2,977","3,031","3,120","3,146","4,156","4,814","6,346","6,753","8,650","7,771","5,928","4,526","4,372","2,869","976","191","35","39,362","39,362","715","978","1,388","1,501","1,673","1,698","1,739","1,694","2,205","2,575","3,557","3,580","4,333","3,912","2,843","2,024","1,697","964","245","36","5","39,167","39,167","694","950","1,255","1,387","1,304","1,333","1,381","1,452","1,951","2,239","2,789","3,173","4,317","3,859","3,085","2,502","2,675","1,905","731","155","30"
"충청남도 태안군 (4482500000)","60,866","60,866","900","1,456","1,895","2,201","2,111","2,171","1,983","2,130","3,260","3,756","4,823","5,540","7,012","6,411","5,064","4,007","3,302","1,904","762","156","22","30,833","30,833","441","742","984","1,130","1,239","1,355","1,125","1,173","1,810","2,080","2,706","2,921","3,558","3,071","2,492","1,920","1,258","614","179","29","6","30,033","30,033","459","714","911","1,071","872","816","858","957","1,450","1,676","2,117","2,619","3,454","3,340","2,572","2,087","2,044","1,290","583","127","16"
