"행정구역","2025년10월_계_총인구수","2025년10월_계_연령구간인구수","2025년10월_계_0~9세","2025년10월_계_10~19세","2025년10월_계_20~29세","2025년10월_계_30~39세","2025년10월_계_40~49세","2025년10월_계_50~59세","2025년10월_계_60~69세","2025년10월_계_70~79세","2025년10월_계_80~89세","2025년10월_계_90~99세","2025년10월_계_100세 이상","2025년10월_남_총인구수","2025년10월_남_연령구간인구수","2025년10월_남_0~9세","2025년10월_남_10~19세","2025년10월_남_20~29세","2025년10월_남_30~39세","2025년10월_남_40~49세","2025년10월_남_50~59세","2025년10월_남_60~69세","2025년10월_남_70~79세","2025년10월_남_80~89세","2025년10월_남_90~99세","2025년10월_남_100세 이상","2025년10월_여_총인구수","2025년10월_여_연령구간인구수","2025년10월_여_0~9세","2025년10월_여_10~19세","2025년10월_여_20~29세","2025년10월_여_30~39세","2025년10월_여_40~49세","2025년10월_여_50~59세","2025년10월_여_60~69세","2025년10월_여_70~79세","2025년10월_여_80~89세","2025년10월_여_90~99세","2025년10월_여_100세 이상"
"대구광역시 수성구 지산1동(2726065100)","18,887","18,887","441","1,272","2,176","1,883","2,094","3,535","3,686","2,386","1,214","200","0","8,979","8,979","243","703","1,199","1,044","1,016","1,563","1,693","1,023","436","59","0","9,908","9,908","198","569","977","839","1,078","1,972","1,993","1,363","778","141","0"
"대구광역시 수성구 지산2동(2726065200)","18,452","18,452","773","1,569","1,910","1,939","2,318","3,436","3,363","2,037","921","183","3","8,596","8,596","417","774","986","1,010","1,082","1,524","1,471","925","363","43","1","9,856","9,856","356","795","924","929","1,236","1,912","1,892","1,112","558","140","2"
"대구광역시 수성구 범물1동(2726066100)","9,906","9,906","193","445","705","698","899","1,572","2,373","1,888","962","168","3","4,436","4,436","82","226","400","379","474","711","1,064","776","287","36","1","5,470","5,470","111","219","305","319","425","861","1,309","1,112","675","132","2"
"대구광역시 수성구 범물2동(2726066200)","15,698","15,698","806","1,654","1,545","1,552","2,247","2,845","2,818","1,562","573","96","0","7,504","7,504","419","841","838","806","1,047","1,301","1,263","741","227","21","0","8,194","8,194","387","813","707","746","1,200","1,544","1,555","821","346","75","0"
"대구광역시 수성구 고산1동(2726067000)","31,475","31,475","1,795","4,294","3,553","3,064","4,849","6,132","4,542","2,068","1,016","161","1","15,137","15,137","941","2,240","1,877","1,556","2,138","2,814","2,186","940","404","41","0","16,338","16,338","854","2,054","1,676","1,508","2,711","3,318","2,356","1,128","612","120","1"
"대구광역시 수성구 고산2동(2726068000)","25,972","25,972","1,663","2,696","2,960","2,974","3,589","4,882","3,971","2,072","1,001","161","3","12,724","12,724","853","1,416","1,658","1,573","1,675","2,292","1,887","933","381","55","1","13,248","13,248","810","1,280","1,302","1,401","1,914","2,590","2,084","1,139","620","106","2"
"대구광역시 수성구 고산3동(2726069000)","29,644","29,644","1,319","3,177","3,597","2,851","3,916","6,128","4,891","2,280","1,252","231","2","14,130","14,130","681","1,685","1,904","1,476","1,751","2,732","2,420","987","433","61","0","15,514","15,514","638","1,492","1,693","1,375","2,165","3,396","2,471","1,293","819","170","2"
"대구광역시 달서구 (2729000000)","518,434","518,434","27,763","48,900","59,637","61,178","72,925","95,341","86,143","44,870","18,913","2,720","44","253,743","253,743","14,313","24,887","31,192","32,997","35,846","45,573","41,172","20,204","6,896","651","12","264,691","264,691","13,450","24,013","28,445","28,181","37,079","49,768","44,971","24,666","12,017","2,069","32"
"대구광역시 달서구 성당동(2729051500)","20,338","20,338","792","1,764","1,891","2,064","2,791","3,495","3,831","2,524","1,044","136","6","9,842","9,842","394","834","920","1,128","1,398","1,794","1,809","1,142","399","23","1","10,496","10,496","398","930","971","936","1,393","1,701","2,022","1,382","645","113","5"
"대구광역시 달서구 두류1.2동(2729053500)","15,690","15,690","672","756","2,057","2,524","1,881","2,502","2,678","1,700","839","81","0","7,685","7,685","335","367","925","1,359","1,051","1,308","1,270","731","322","17","0","8,005","8,005","337","389","1,132","1,165","830","1,194","1,408","969","517","64","0"
"대구광역시 달서구 두류3동(2729055000)","9,025","9,025","359","583","1,049","1,193","1,072","1,544","1,573","1,072","517","62","1","4,340","4,340","187","306","498","660","530","732","743","467","197","20","0","4,685","4,685","172","277","551","533","542","812","830","605","320","42","1"
"대구광역시 달서구 감삼동(2729055500)","30,921","30,921","2,441","2,806","3,604","4,841","4,717","5,178","4,371","2,109","777","76","1","15,074","15,074","1,244","1,377","1,798","2,500","2,335","2,412","2,110","943","336","18","1","15,847","15,847","1,197","1,429","1,806","2,341","2,382","2,766","2,261","1,166","441","58","0"
"대구광역시 달서구 죽전동(2729056300)","14,401","14,401","699","827","1,897","2,332","1,768","2,433","2,584","1,294","493","73","1","7,092","7,092","345","421","933","1,304","926","1,170","1,193","609","171","20","0","7,309","7,309","354","406","964","1,028","842","1,263","1,391","685","322","53","1"
"대구광역시 달서구 장기동(2729056800)","15,480","15,480","776","1,327","1,770","1,941","2,133","2,955","2,582","1,372","554","69","1","7,524","7,524","413","674","944","1,039","1,079","1,354","1,215","606","184","15","1","7,956","7,956","363","653","826","902","1,054","1,601","1,367","766","370","54","0"
"대구광역시 달서구 용산1동(2729057100)","28,342","28,342","1,127","2,673","3,746","3,160","3,524","6,258","4,860","2,018","876","98","2","14,143","14,143","603","1,346","2,038","1,749","1,661","2,953","2,526","899","344","23","1","14,199","14,199","524","1,327","1,708","1,411","1,863","3,305","2,334","1,119","532","75","1"
"대구광역시 달서구 용산2동(2729057200)","25,162","25,162","916","2,106","3,048","2,670","3,153","5,629","4,888","1,814","832","105","1","12,522","12,522","478","1,108","1,678","1,509","1,524","2,620","2,436","847","289","33","0","12,640","12,640","438","998","1,370","1,161","1,629","3,009","2,452","967","543","72","1"
"대구광역시 달서구 이곡1동(2729057600)","20,026","20,026","734","1,641","2,743","2,347","2,365","4,532","3,548","1,414","612","88","2","9,995","9,995","399","807","1,529","1,327","1,142","2,096","1,824","637","213","21","0","10,031","10,031","335","834","1,214","1,020","1,223","2,436","1,724","777","399","67","2"
"대구광역시 달서구 이곡2동(2729057700)","14,347","14,347","473","949","1,683","1,655","1,709","2,849","3,177","1,304","483","64","1","7,250","7,250","268","475","931","959","905","1,333","1,547","635","180","17","0","7,097","7,097","205","474","752","696","804","1,516","1,630","669","303","47","1"
"대구광역시 달서구 신당동(2729058500)","28,150","28,150","765","1,824","6,314","3,024","2,801","5,274","4,652","2,269","1,078","147","2","14,166","14,166","395","902","3,142","1,856","1,527","2,651","2,349","966","349","28","1","13,984","13,984","370","922","3,172","1,168","1,274","2,623","2,303","1,303","729","119","1"
"대구광역시 달서구 본리동(2729059000)","22,540","22,540","1,734","2,374","2,093","3,269","3,729","3,863","3,341","1,524","529","83","1","11,076","11,076","876","1,168","1,071","1,738","1,847","1,838","1,574","738","206","20","0","11,464","11,464","858","1,206","1,022","1,531","1,882","2,025","1,767","786","323","63","1"
"대구광역시 달서구 월성1동(2729060100)","39,881","39,881","3,372","7,483","3,976","3,685","8,346","7,499","3,169","1,633","600","117","1","19,475","19,475","1,692","3,780","2,157","1,750","3,715","3,844","1,524","750","235","28","0","20,406","20,406","1,680","3,703","1,819","1,935","4,631","3,655","1,645","883","365","89","1"
"대구광역시 달서구 월성2동(2729060200)","13,699","13,699","275","806","1,146","979","1,438","2,548","2,865","2,391","1,095","154","2","6,448","6,448","147","413","641","560","757","1,239","1,353","957","351","29","1","7,251","7,251","128","393","505","419","681","1,309","1,512","1,434","744","125","1"
"대구광역시 달서구 진천동(2729061500)","49,995","49,995","3,053","4,807","5,470","5,980","7,248","9,137","8,109","4,156","1,735","297","3","24,318","24,318","1,564","2,492","2,916","3,186","3,513","4,212","3,840","1,877","656","61","1","25,677","25,677","1,489","2,315","2,554","2,794","3,735","4,925","4,269","2,279","1,079","236","2"
"대구광역시 달서구 유천동(2729061700)","33,134","33,134","4,394","5,718","2,454","4,788","7,675","4,574","2,263","939","293","35","1","16,359","16,359","2,269","2,922","1,273","2,215","3,708","2,331","1,078","432","123","8","0","16,775","16,775","2,125","2,796","1,181","2,573","3,967","2,243","1,185","507","170","27","1"
"대구광역시 달서구 상인1동(2729062400)","32,566","32,566","1,655","3,660","3,696","3,216","4,335","6,248","5,551","2,870","1,131","202","2","15,677","15,677","846","1,987","2,039","1,649","1,982","2,787","2,571","1,316","441","59","0","16,889","16,889","809","1,673","1,657","1,567","2,353","3,461","2,980","1,554","690","143","2"
"대구광역시 달서구 상인2동(2729062500)","17,043","17,043","700","1,097","2,227","2,480","1,970","2,871","3,300","1,632","677","88","1","8,407","8,407","393","580","1,164","1,445","1,001","1,318","1,487","766","231","22","0","8,636","8,636","307","517","1,063","1,035","969","1,553","1,813","866","446","66","1"
"대구광역시 달서구 상인3동(2729062600)","9,724","9,724","144","378","655","716","885","1,583","2,608","1,824","789","136","6","4,637","4,637","87","207","375","422","488","770","1,196","835","232","23","2","5,087","5,087","57","171","280","294","397","813","1,412","989","557","113","4"
"대구광역시 달서구 도원동(2729062800)","31,491","31,491","1,133","2,644","3,276","2,938","3,767","6,073","6,885","3,270","1,306","194","5","15,006","15,006","593","1,378","1,740","1,609","1,794","2,701","3,163","1,509","454","63","2","16,485","16,485","540","1,266","1,536","1,329","1,973","3,372","3,722","1,761","852","131","3"
"대구광역시 달서구 송현1동(2729063000)","16,261","16,261","413","834","1,862","1,747","1,892","3,019","3,343","2,078","939","130","4","8,136","8,136","208","423","959","1,008","1,030","1,523","1,625","942","384","33","1","8,125","8,125","205","411","903","739","862","1,496","1,718","1,136","555","97","3"
"대구광역시 달서구 송현2동(2729064000)","18,075","18,075","686","1,011","1,786","2,141","2,132","3,064","3,623","2,328","1,121","183","0","8,569","8,569","331","482","904","1,178","1,092","1,459","1,659","1,011","403","50","0","9,506","9,506","355","529","882","963","1,040","1,605","1,964","1,317","718","133","0"
"대구광역시 달서구 본동(2729065000)","12,143","12,143","450","832","1,194","1,488","1,594","2,213","2,342","1,335","593","102","0","6,002","6,002","246","438","617","847","841","1,128","1,080","589","196","20","0","6,141","6,141","204","394","577","641","753","1,085","1,262","746","397","82","0"
"대구광역시 달성군 (2771000000)","254,935","254,935","20,843","27,059","22,495","33,602","43,824","41,530","37,516","19,026","7,745","1,269","26","129,166","129,166","10,552","13,941","12,552","18,062","22,623","20,958","18,542","8,939","2,733","261","3","125,769","125,769","10,291","13,118","9,943","15,540","21,201","20,572","18,974","10,087","5,012","1,008","23"
"대구광역시 달성군 화원읍(2771025000)","45,835","45,835","2,254","3,711","4,807","4,993","5,530","8,990","9,101","4,448","1,739","259","3","22,604","22,604","1,177","1,915","2,636","2,756","2,765","4,223","4,377","2,036","661","58","0","23,231","23,231","1,077","1,796","2,171","2,237","2,765","4,767","4,724","2,412","1,078","201","3"
"대구광역시 달성군 논공읍(2771025300)","4,175","4,175","189","175","266","433","475","754","988","562","294","39","0","2,283","2,283","90","91","161","262","288","441","558","284","102","6","0","1,892","1,892","99","84","105","171","187","313","430","278","192","33","0"
"대구광역시 달성군 논공읍공단출장소(2771025400)","10,963","10,963","412","882","1,072","1,029","1,518","2,694","2,059","833","402","61","1","5,900","5,900","199","463","693","610","815","1,505","1,124","373","109","9","0","5,063","5,063","213","419","379","419","703","1,189","935","460","293","52","1"
"대구광역시 달성군 다사읍(2771025600)","51,692","51,692","4,157","6,779","4,781","6,413","9,341","8,579","6,819","3,452","1,199","162","10","25,436","25,436","2,137","3,469","2,505","3,327","4,506","4,169","3,240","1,554","492","37","0","26,256","26,256","2,020","3,310","2,276","3,086","4,835","4,410","3,579","1,898","707","125","10"
"대구광역시 달성군 다사읍서재출장소(2771025700)","37,871","37,871","4,355","4,493","3,081","5,958","8,076","5,666","4,012","1,638","529","61","2","19,202","19,202","2,155","2,335","1,642","3,035","4,282","2,837","1,951","770","186","9","0","18,669","18,669","2,200","2,158","1,439","2,923","3,794","2,829","2,061","868","343","52","2"
"대구광역시 달성군 유가읍(2771025900)","31,354","31,354","3,753","4,831","2,456","4,666","7,143","4,155","2,600","1,233","444","73","0","15,926","15,926","1,874","2,500","1,378","2,417","3,550","2,194","1,234","614","152","13","0","15,428","15,428","1,879","2,331","1,078","2,249","3,593","1,961","1,366","619","292","60","0"
"대구광역시 달성군 옥포읍(2771026200)","22,686","22,686","1,647","1,922","1,578","2,595","3,513","3,698","4,353","2,349","896","134","1","11,384","11,384","853","1,002","834","1,356","1,857","1,827","2,160","1,155","309","30","1","11,302","11,302","794","920","744","1,239","1,656","1,871","2,193","1,194","587","104","0"
"대구광역시 달성군 현풍읍(2771026500)","21,311","21,311","1,550","1,923","2,397","3,429","3,575","2,924","2,956","1,689","744","122","2","11,236","11,236","777","969","1,493","2,018","1,964","1,551","1,466","748","222","28","0","10,075","10,075","773","954","904","1,411","1,611","1,373","1,490","941","522","94","2"
"대구광역시 달성군 가창면(2771031000)","6,855","6,855","183","442","418","387","685","1,063","1,616","1,232","648","177","4","3,383","3,383","91","237","240","213","342","575","811","611","235","27","1","3,472","3,472","92","205","178","174","343","488","805","621","413","150","3"
"대구광역시 달성군 하빈면(2771033000)","3,227","3,227","47","104","144","195","224","570","977","536","342","86","2","1,765","1,765","23","57","88","123","144","333","587","286","104","20","0","1,462","1,462","24","47","56","72","80","237","390","250","238","66","2"
"대구광역시 달성군 구지면(2771038000)","18,966","18,966","2,296","1,797","1,495","3,504","3,744","2,437","2,035","1,054","508","95","1","10,047","10,047","1,176","903","882","1,945","2,110","1,303","1,034","508","161","24","1","8,919","8,919","1,120","894","613","1,559","1,634","1,134","1,001","546","347","71","0"
"대구광역시 군위군 (2772000000)","22,332","22,332","439","818","905","1,117","1,623","3,536","6,202","4,409","2,745","534","4","11,612","11,612","247","452","534","661","934","2,029","3,414","2,225","992","124","0","10,720","10,720","192","366","371","456","689","1,507","2,788","2,184","1,753","410","4"
"대구광역시 군위군 군위읍(2772025000)","7,794","7,794","254","546","531","529","839","1,411","1,711","1,159","670","143","1","4,037","4,037","143","310","302","304","443","780","920","556","246","33","0","3,757","3,757","111","236","229","225","396","631","791","603","424","110","1"
"대구광역시 군위군 소보면(2772031000)","2,227","2,227","26","31","51","89","138","319","658","492","358","64","1","1,192","1,192","19","12","32","51","86","200","383","252","134","23","0","1,035","1,035","7","19","19","38","52","119","275","240","224","41","1"
"대구광역시 군위군 효령면(2772032000)","3,596","3,596","55","86","108","176","195","541","1,130","773","449","83","0","1,889","1,889","31","40","70","106","119","326","615","403","165","14","0","1,707","1,707","24","46","38","70","76","215","515","370","284","69","0"
"대구광역시 군위군 부계면(2772033000)","2,057","2,057","31","52","60","101","101","345","636","410","270","51","0","1,083","1,083","21","36","34","66","65","182","361","208","95","15","0","974","974","10","16","26","35","36","163","275","202","175","36","0"
"대구광역시 군위군 우보면(2772034000)","1,948","1,948","23","28","58","62","100","275","612","436","292","61","1","1,004","1,004","9","14","37","35","70","161","336","225","103","14","0","944","944","14","14","21","27","30","114","276","211","189","47","1"
"대구광역시 군위군 의흥면(2772035000)","2,220","2,220","23","40","58","80","125","292","653","533","353","63","0","1,093","1,093","9","18","35","45","71","177","338","262","122","16","0","1,127","1,127","14","22","23","35","54","115","315","271","231","47","0"
"대구광역시 군위군 산성면(2772036000)","1,191","1,191","22","18","18","41","49","179","362","285","180","36","1","611","611","12","10","11","28","29","107","208","142","56","8","0","580","580","10","8","7","13","20","72","154","143","124","28","1"
"대구광역시 군위군 삼국유사면(2772037000)","1,299","1,299","5","17","21","39","76","174","440","321","173","33","0","703","703","3","12","13","26","51","96","253","177","71","1","0","596","596","2","5","8","13","25","78","187","144","102","32","0"
"인천광역시  (2800000000)","3,049,315","3,049,315","190,227","275,708","340,606","430,248","474,597","516,389","471,030","230,567","101,612","17,784","547","1,523,210","1,523,210","97,572","141,237","175,746","224,696","244,615","257,983","232,251","107,308","37,706","3,998","98","1,526,105","1,526,105","92,655","134,471","164,860","205,552","229,982","258,406","238,779","123,259","63,906","13,786","449"
"인천광역시 중구 (2811000000)","175,350","175,350","12,809","15,844","21,748","29,028","29,433","26,799","21,199","12,238","5,335","887","30","90,802","90,802","6,617","8,086","10,987","15,768","15,788","14,675","10,861","5,742","2,085","184","9","84,548","84,548","6,192","7,758","10,761","13,260","13,645","12,124","10,338","6,496","3,250","703","21"
"인천광역시 중구 연안동(2811052000)","4,981","4,981","111","226","393","423","562","944","1,187","727","348","58","2","2,688","2,688","63","114","228","253","343","562","627","361","120","15","2","2,293","2,293","48","112","165","170","219","382","560","366","228","43","0"
"인천광역시 중구 신포동(2811053000)","4,437","4,437","116","315","385","427","570","812","767","601","354","86","4","2,262","2,262","58","173","211","247","316","439","411","261","128","17","1","2,175","2,175","58","142","174","180","254","373","356","340","226","69","3"
"인천광역시 중구 신흥동(2811054000)","14,136","14,136","680","1,084","1,665","1,883","2,000","2,325","2,296","1,445","661","96","1","7,165","7,165","336","541","860","1,050","1,086","1,234","1,125","668","237","27","1","6,971","6,971","344","543","805","833","914","1,091","1,171","777","424","69","0"
"인천광역시 중구 도원동(2811056000)","3,436","3,436","59","155","290","270","350","600","773","606","293","38","2","1,768","1,768","27","78","176","161","196","351","379","275","119","6","0","1,668","1,668","32","77","114","109","154","249","394","331","174","32","2"
"인천광역시 중구 율목동(2811057000)","2,893","2,893","38","128","257","238","360","517","611","493","213","37","1","1,515","1,515","19","69","141","152","212","306","321","212","76","7","0","1,378","1,378","19","59","116","86","148","211","290","281","137","30","1"
"인천광역시 중구 동인천동(2811058500)","5,209","5,209","108","210","460","474","617","868","1,131","779","447","111","4","2,772","2,772","55","105","257","295","367","515","625","370","167","16","0","2,437","2,437","53","105","203","179","250","353","506","409","280","95","4"
"인천광역시 중구 개항동(2811061500)","6,537","6,537","129","304","687","671","709","1,140","1,390","970","461","75","1","3,351","3,351","64","160","360","403","413","644","690","429","170","17","1","3,186","3,186","65","144","327","268","296","496","700","541","291","58","0"
"인천광역시 중구 영종동(2811062000)","28,212","28,212","2,052","2,047","2,938","5,037","4,692","4,818","4,022","1,785","688","124","9","15,356","15,356","1,102","1,083","1,641","2,838","2,680","2,633","2,161","931","269","16","2","12,856","12,856","950","964","1,297","2,199","2,012","2,185","1,861","854","419","108","7"
"인천광역시 중구 영종1동(2811062200)","35,370","35,370","4,219","4,498","3,081","6,457","7,844","4,432","2,793","1,497","483","65","1","17,551","17,551","2,116","2,246","1,511","3,149","4,048","2,321","1,277","657","208","17","1","17,819","17,819","2,103","2,252","1,570","3,308","3,796","2,111","1,516","840","275","48","0"
"인천광역시 중구 영종2동(2811062300)","27,241","27,241","3,467","3,624","2,422","5,052","5,826","3,526","1,982","992","304","45","1","13,653","13,653","1,799","1,838","1,144","2,477","2,966","1,861","950","482","129","7","0","13,588","13,588","1,668","1,786","1,278","2,575","2,860","1,665","1,032","510","175","38","1"
"인천광역시 중구 운서동(2811062800)","39,502","39,502","1,799","3,179","9,000","7,897","5,602","6,192","3,233","1,676","823","98","3","20,819","20,819","956","1,648","4,344","4,605","2,969","3,424","1,743","757","344","28","1","18,683","18,683","843","1,531","4,656","3,292","2,633","2,768","1,490","919","479","70","2"
"인천광역시 중구 용유동(2811063000)","3,396","3,396","31","74","170","199","301","625","1,014","667","260","54","1","1,902","1,902","22","31","114","138","192","385","552","339","118","11","0","1,494","1,494","9","43","56","61","109","240","462","328","142","43","1"
"인천광역시 중구영종출장소 (2811400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 중구용유출장소 (2811800000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 동구 (2814000000)","56,662","56,662","2,342","4,185","5,322","6,188","7,992","9,595","9,991","7,038","3,467","526","16","28,360","28,360","1,191","2,225","2,819","3,334","4,303","5,062","4,903","3,095","1,333","91","4","28,302","28,302","1,151","1,960","2,503","2,854","3,689","4,533","5,088","3,943","2,134","435","12"
"인천광역시 동구 만석동(2814051000)","6,149","6,149","221","493","526","548","921","1,095","1,203","726","350","66","0","3,172","3,172","106","274","293","305","511","608","598","335","131","11","0","2,977","2,977","115","219","233","243","410","487","605","391","219","55","0"
"인천광역시 동구 화수1.화평동(2814052500)","5,238","5,238","114","347","471","410","589","918","1,096","814","415","61","3","2,662","2,662","61","186","248","229","318","487","578","371","172","11","1","2,576","2,576","53","161","223","181","271","431","518","443","243","50","2"
"인천광역시 동구 화수2동(2814053000)","6,701","6,701","114","434","593","583","794","1,104","1,307","1,078","610","81","3","3,287","3,287","58","218","318","341","442","600","641","439","219","11","0","3,414","3,414","56","216","275","242","352","504","666","639","391","70","3"
